PASSENGERS,FREIGHT,MAIL,DISTANCE,CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,MONTH,CLASS
159.00,6157.00,0.00,1006.00,United Air Lines Inc.,13495,"New Orleans, LA",GRB,"Green Bay, WI",9,L
160.00,0.00,0.00,867.00,Sun Country Airlines d/b/a MN Airlines,11973,"Gulfport/Biloxi, MS",MKE,"Milwaukee, WI",8,L
160.00,0.00,0.00,972.00,Sun Country Airlines d/b/a MN Airlines,11973,"Gulfport/Biloxi, MS",GRB,"Green Bay, WI",5,L
160.00,112.00,0.00,1829.00,Southwest Airlines Co.,13342,"Milwaukee, WI",SJC,"San Jose, CA",2,F
161.00,0.00,0.00,1164.00,JetBlue Airways,13342,"Milwaukee, WI",BZN,"Bozeman, MT",2,F
161.00,878.00,0.00,860.00,Southwest Airlines Co.,13342,"Milwaukee, WI",BOS,"Boston, MA",7,F
161.00,1070.00,0.00,1247.00,Southwest Airlines Co.,13342,"Milwaukee, WI",SLC,"Salt Lake City, UT",7,F
162.00,0.00,0.00,287.00,Delta Air Lines Inc.,11977,"Green Bay, WI",DTW,"Detroit, MI",1,L
162.00,0.00,0.00,297.00,SkyWest Airlines Inc.,13487,"Minneapolis, MN",MKE,"Milwaukee, WI",6,F
162.00,0.00,0.00,774.00,Delta Air Lines Inc.,10397,"Atlanta, GA",GRB,"Green Bay, WI",9,L
162.00,0.00,0.00,905.00,Delta Air Lines Inc.,11292,"Denver, CO",GRB,"Green Bay, WI",10,L
162.00,0.00,0.00,2119.00,Southwest Airlines Co.,14843,"San Juan, PR",MKE,"Milwaukee, WI",6,F
163.00,2832.00,0.00,398.00,United Air Lines Inc.,13485,"Madison, WI",CMH,"Columbus, OH",10,L
164.00,0.00,0.00,972.00,Sun Country Airlines d/b/a MN Airlines,11973,"Gulfport/Biloxi, MS",GRB,"Green Bay, WI",9,L
164.00,0.00,0.00,972.00,Sun Country Airlines d/b/a MN Airlines,11977,"Green Bay, WI",GPT,"Gulfport/Biloxi, MS",9,L
164.00,0.00,0.00,1258.00,Southwest Airlines Co.,13342,"Milwaukee, WI",MIA,"Miami, FL",3,F
164.00,35.00,0.00,690.00,Piedmont Airlines,14100,"Philadelphia, PA",MKE,"Milwaukee, WI",9,F
165.00,0.00,0.00,764.00,Air Wisconsin Airlines Corp,14100,"Philadelphia, PA",MSN,"Madison, WI",9,F
165.00,0.00,0.00,876.00,Southwest Airlines Co.,13342,"Milwaukee, WI",ECP,"Panama City, FL",5,F
165.00,0.00,0.00,1113.00,Southwest Airlines Co.,13342,"Milwaukee, WI",SRQ,"Sarasota/Bradenton, FL",9,F
165.00,5937.00,0.00,1006.00,United Air Lines Inc.,11977,"Green Bay, WI",MSY,"New Orleans, LA",9,L
166.00,0.00,0.00,1524.00,Sun Country Airlines d/b/a MN Airlines,10590,"Bullhead City, AZ",MKE,"Milwaukee, WI",8,L
166.00,0.00,0.00,1654.00,Sun Country Airlines d/b/a MN Airlines,14570,"Reno, NV",GRB,"Green Bay, WI",4,L
167.00,0.00,0.00,236.00,Endeavor Air Inc.,13487,"Minneapolis, MN",ATW,"Appleton, WI",7,F
167.00,0.00,0.00,867.00,Sun Country Airlines d/b/a MN Airlines,11973,"Gulfport/Biloxi, MS",MKE,"Milwaukee, WI",5,L
167.00,0.00,0.00,880.00,Sun Country Airlines d/b/a MN Airlines,14685,"Savannah, GA",MSN,"Madison, WI",9,L
167.00,0.00,0.00,1287.00,Sun Country Airlines d/b/a MN Airlines,14635,"Fort Myers, FL",GRB,"Green Bay, WI",1,F
167.00,0.00,0.00,1377.00,Delta Air Lines Inc.,13485,"Madison, WI",PUW,"Pullman, WA",9,L
167.00,0.00,0.00,1524.00,Sun Country Airlines d/b/a MN Airlines,13342,"Milwaukee, WI",IFP,"Bullhead City, AZ",7,L
167.00,0.00,0.00,1654.00,Sun Country Airlines d/b/a MN Airlines,11977,"Green Bay, WI",RNO,"Reno, NV",4,L
167.00,49.00,0.00,1174.00,Delta Air Lines Inc.,13485,"Madison, WI",SLC,"Salt Lake City, UT",8,F
168.00,0.00,0.00,167.00,Sun Country Airlines d/b/a MN Airlines,14633,"Rochester, MN",MSN,"Madison, WI",4,F
168.00,0.00,0.00,187.00,Delta Air Lines Inc.,11977,"Green Bay, WI",MDW,"Chicago, IL",9,L
168.00,0.00,0.00,725.00,United Air Lines Inc.,11618,"Newark, NJ",MKE,"Milwaukee, WI",2,F
168.00,0.00,0.00,1524.00,Sun Country Airlines d/b/a MN Airlines,10590,"Bullhead City, AZ",MKE,"Milwaukee, WI",1,L
168.00,0.00,0.00,1524.00,Sun Country Airlines d/b/a MN Airlines,13342,"Milwaukee, WI",IFP,"Bullhead City, AZ",8,L
168.00,0.00,0.00,1532.00,Delta Air Lines Inc.,11977,"Green Bay, WI",LAS,"Las Vegas, NV",10,L
168.00,3982.00,0.00,1756.00,Southwest Airlines Co.,13342,"Milwaukee, WI",LAX,"Los Angeles, CA",7,F
169.00,0.00,0.00,734.00,Sun Country Airlines d/b/a MN Airlines,10158,"Atlantic City, NJ",MKE,"Milwaukee, WI",4,L
169.00,0.00,0.00,867.00,Sun Country Airlines d/b/a MN Airlines,11973,"Gulfport/Biloxi, MS",MKE,"Milwaukee, WI",3,L
169.00,0.00,0.00,867.00,Sun Country Airlines d/b/a MN Airlines,11973,"Gulfport/Biloxi, MS",MKE,"Milwaukee, WI",9,L
169.00,0.00,0.00,867.00,Sun Country Airlines d/b/a MN Airlines,13342,"Milwaukee, WI",GPT,"Gulfport/Biloxi, MS",3,L
169.00,0.00,0.00,867.00,Sun Country Airlines d/b/a MN Airlines,13342,"Milwaukee, WI",GPT,"Gulfport/Biloxi, MS",5,L
169.00,0.00,0.00,1537.00,Sun Country Airlines d/b/a MN Airlines,10590,"Bullhead City, AZ",GRB,"Green Bay, WI",6,L
169.00,0.00,0.00,1537.00,Sun Country Airlines d/b/a MN Airlines,11977,"Green Bay, WI",IFP,"Bullhead City, AZ",6,L
170.00,0.00,0.00,330.00,TEM Enterprises dba  Avelo Airlines,13342,"Milwaukee, WI",CMH,"Columbus, OH",3,L
170.00,0.00,0.00,734.00,Sun Country Airlines d/b/a MN Airlines,13342,"Milwaukee, WI",ACY,"Atlantic City, NJ",4,L
170.00,0.00,0.00,864.00,American Airlines Inc.,14307,"Providence, RI",GRB,"Green Bay, WI",8,L
170.00,0.00,0.00,867.00,Sun Country Airlines d/b/a MN Airlines,13342,"Milwaukee, WI",GPT,"Gulfport/Biloxi, MS",9,L
170.00,0.00,0.00,932.00,Delta Air Lines Inc.,10721,"Boston, MA",MSN,"Madison, WI",8,F
170.00,0.00,0.00,932.00,Delta Air Lines Inc.,13485,"Madison, WI",BOS,"Boston, MA",8,F
170.00,0.00,0.00,1152.00,Allegiant Air,10408,"Appleton, WI",ABQ,"Albuquerque, NM",10,F
170.00,0.00,0.00,1258.00,Southwest Airlines Co.,13342,"Milwaukee, WI",MIA,"Miami, FL",4,F
170.00,0.00,0.00,1396.00,Sun Country Airlines d/b/a MN Airlines,13485,"Madison, WI",PHX,"Phoenix, AZ",2,F
170.00,0.00,0.00,1739.00,Southwest Airlines Co.,13342,"Milwaukee, WI",SAN,"San Diego, CA",2,F
171.00,0.00,0.00,173.00,GoJet Airlines LLC d/b/a United Express,11977,"Green Bay, WI",ORD,"Chicago, IL",1,F
171.00,0.00,0.00,864.00,American Airlines Inc.,11977,"Green Bay, WI",PVD,"Providence, RI",8,L
171.00,0.00,0.00,1377.00,Delta Air Lines Inc.,14303,"Pullman, WA",MSN,"Madison, WI",9,L
171.00,0.00,0.00,1532.00,Delta Air Lines Inc.,12889,"Las Vegas, NV",GRB,"Green Bay, WI",10,L
171.00,0.00,0.00,1654.00,Sun Country Airlines d/b/a MN Airlines,14570,"Reno, NV",GRB,"Green Bay, WI",8,L
171.00,913.00,0.00,1243.00,Southwest Airlines Co.,13342,"Milwaukee, WI",FLL,"Fort Lauderdale, FL",8,F
172.00,0.00,0.00,187.00,Delta Air Lines Inc.,13232,"Chicago, IL",GRB,"Green Bay, WI",9,L
172.00,0.00,0.00,878.00,Sun Country Airlines d/b/a MN Airlines,11973,"Gulfport/Biloxi, MS",MSN,"Madison, WI",4,L
172.00,0.00,0.00,878.00,Sun Country Airlines d/b/a MN Airlines,13485,"Madison, WI",GPT,"Gulfport/Biloxi, MS",4,L
172.00,0.00,0.00,883.00,Allegiant Air,11292,"Denver, CO",ATW,"Appleton, WI",1,F
172.00,0.00,0.00,1471.00,Sun Country Airlines d/b/a MN Airlines,10590,"Bullhead City, AZ",CWA,"Mosinee, WI",3,L
172.00,0.00,0.00,1524.00,Sun Country Airlines d/b/a MN Airlines,10590,"Bullhead City, AZ",MKE,"Milwaukee, WI",3,L
173.00,0.00,0.00,878.00,Sun Country Airlines d/b/a MN Airlines,11973,"Gulfport/Biloxi, MS",MSN,"Madison, WI",7,L
173.00,0.00,0.00,878.00,Sun Country Airlines d/b/a MN Airlines,13485,"Madison, WI",GPT,"Gulfport/Biloxi, MS",7,L
173.00,0.00,0.00,1524.00,Sun Country Airlines d/b/a MN Airlines,13342,"Milwaukee, WI",IFP,"Bullhead City, AZ",3,L
174.00,0.00,0.00,880.00,Sun Country Airlines d/b/a MN Airlines,13485,"Madison, WI",SAV,"Savannah, GA",9,L
174.00,0.00,0.00,1389.00,Sun Country Airlines d/b/a MN Airlines,10590,"Bullhead City, AZ",EAU,"Eau Claire, WI",1,L
174.00,0.00,0.00,1389.00,Sun Country Airlines d/b/a MN Airlines,10590,"Bullhead City, AZ",EAU,"Eau Claire, WI",10,L
174.00,0.00,0.00,1537.00,Sun Country Airlines d/b/a MN Airlines,10590,"Bullhead City, AZ",GRB,"Green Bay, WI",10,L
175.00,0.00,0.00,867.00,Sun Country Airlines d/b/a MN Airlines,11973,"Gulfport/Biloxi, MS",MKE,"Milwaukee, WI",6,L
175.00,0.00,0.00,867.00,Sun Country Airlines d/b/a MN Airlines,13342,"Milwaukee, WI",GPT,"Gulfport/Biloxi, MS",6,L
175.00,0.00,0.00,1389.00,Sun Country Airlines d/b/a MN Airlines,11471,"Eau Claire, WI",IFP,"Bullhead City, AZ",1,L
175.00,0.00,0.00,1471.00,Sun Country Airlines d/b/a MN Airlines,11203,"Mosinee, WI",IFP,"Bullhead City, AZ",3,L
175.00,0.00,0.00,1537.00,Sun Country Airlines d/b/a MN Airlines,11977,"Green Bay, WI",IFP,"Bullhead City, AZ",3,L
176.00,0.00,0.00,1537.00,Sun Country Airlines d/b/a MN Airlines,11977,"Green Bay, WI",IFP,"Bullhead City, AZ",10,L
176.00,0.00,0.00,1654.00,Sun Country Airlines d/b/a MN Airlines,11977,"Green Bay, WI",RNO,"Reno, NV",8,L
176.00,36.00,0.00,74.00,Alaska Airlines Inc.,13342,"Milwaukee, WI",MSN,"Madison, WI",8,F
177.00,0.00,0.00,537.00,Allegiant Air,13485,"Madison, WI",BUF,"Buffalo, NY",9,L
177.00,0.00,0.00,734.00,Sun Country Airlines d/b/a MN Airlines,10158,"Atlantic City, NJ",MKE,"Milwaukee, WI",9,L
177.00,0.00,0.00,1389.00,Sun Country Airlines d/b/a MN Airlines,11471,"Eau Claire, WI",IFP,"Bullhead City, AZ",10,L
178.00,0.00,0.00,537.00,Allegiant Air,10792,"Buffalo, NY",MSN,"Madison, WI",9,L
178.00,0.00,0.00,1471.00,Sun Country Airlines d/b/a MN Airlines,11203,"Mosinee, WI",IFP,"Bullhead City, AZ",10,L
178.00,740.00,0.00,1756.00,Southwest Airlines Co.,13342,"Milwaukee, WI",LAX,"Los Angeles, CA",8,F
179.00,0.00,0.00,734.00,Sun Country Airlines d/b/a MN Airlines,10158,"Atlantic City, NJ",MKE,"Milwaukee, WI",5,L
179.00,0.00,0.00,734.00,Sun Country Airlines d/b/a MN Airlines,13342,"Milwaukee, WI",ACY,"Atlantic City, NJ",9,L
179.00,0.00,0.00,972.00,Sun Country Airlines d/b/a MN Airlines,11973,"Gulfport/Biloxi, MS",GRB,"Green Bay, WI",3,L
179.00,0.00,0.00,1455.00,Sun Country Airlines d/b/a MN Airlines,10590,"Bullhead City, AZ",MSN,"Madison, WI",1,L
179.00,0.00,0.00,1455.00,Sun Country Airlines d/b/a MN Airlines,10590,"Bullhead City, AZ",MSN,"Madison, WI",10,L
179.00,0.00,0.00,1455.00,Sun Country Airlines d/b/a MN Airlines,13485,"Madison, WI",IFP,"Bullhead City, AZ",10,L
179.00,0.00,0.00,1471.00,Sun Country Airlines d/b/a MN Airlines,10590,"Bullhead City, AZ",CWA,"Mosinee, WI",10,L
179.00,0.00,0.00,1524.00,Sun Country Airlines d/b/a MN Airlines,10590,"Bullhead City, AZ",MKE,"Milwaukee, WI",5,L
179.00,0.00,0.00,1537.00,Sun Country Airlines d/b/a MN Airlines,10590,"Bullhead City, AZ",GRB,"Green Bay, WI",5,L
179.00,0.00,0.00,1537.00,Sun Country Airlines d/b/a MN Airlines,11977,"Green Bay, WI",IFP,"Bullhead City, AZ",5,L
180.00,0.00,0.00,734.00,Sun Country Airlines d/b/a MN Airlines,13342,"Milwaukee, WI",ACY,"Atlantic City, NJ",5,L
180.00,0.00,0.00,799.00,United Air Lines Inc.,13485,"Madison, WI",EWR,"Newark, NJ",10,F
180.00,0.00,0.00,1654.00,Sun Country Airlines d/b/a MN Airlines,14570,"Reno, NV",GRB,"Green Bay, WI",10,L
180.00,6098.00,0.00,799.00,United Air Lines Inc.,11618,"Newark, NJ",MSN,"Madison, WI",10,L
181.00,0.00,0.00,734.00,Sun Country Airlines d/b/a MN Airlines,10158,"Atlantic City, NJ",MKE,"Milwaukee, WI",6,L
181.00,0.00,0.00,734.00,Sun Country Airlines d/b/a MN Airlines,13342,"Milwaukee, WI",ACY,"Atlantic City, NJ",6,L
181.00,0.00,0.00,1377.00,Sun Country Airlines d/b/a MN Airlines,10590,"Bullhead City, AZ",LSE,"La Crosse, WI",2,L
181.00,0.00,0.00,1377.00,Sun Country Airlines d/b/a MN Airlines,10590,"Bullhead City, AZ",LSE,"La Crosse, WI",3,L
181.00,0.00,0.00,1377.00,Sun Country Airlines d/b/a MN Airlines,10590,"Bullhead City, AZ",LSE,"La Crosse, WI",10,L
181.00,0.00,0.00,1377.00,Sun Country Airlines d/b/a MN Airlines,13076,"La Crosse, WI",IFP,"Bullhead City, AZ",2,L
181.00,0.00,0.00,1377.00,Sun Country Airlines d/b/a MN Airlines,13076,"La Crosse, WI",IFP,"Bullhead City, AZ",10,L
181.00,0.00,0.00,1471.00,Sun Country Airlines d/b/a MN Airlines,10590,"Bullhead City, AZ",CWA,"Mosinee, WI",4,L
181.00,0.00,0.00,1524.00,Sun Country Airlines d/b/a MN Airlines,13342,"Milwaukee, WI",IFP,"Bullhead City, AZ",5,L
182.00,0.00,0.00,85.00,Sun Country Airlines d/b/a MN Airlines,11471,"Eau Claire, WI",MSP,"Minneapolis, MN",1,L
182.00,0.00,0.00,768.00,Sun Country Airlines d/b/a MN Airlines,11203,"Mosinee, WI",DCA,"Washington, DC",9,L
182.00,0.00,0.00,1389.00,Sun Country Airlines d/b/a MN Airlines,10590,"Bullhead City, AZ",EAU,"Eau Claire, WI",4,L
182.00,0.00,0.00,1389.00,Sun Country Airlines d/b/a MN Airlines,11471,"Eau Claire, WI",IFP,"Bullhead City, AZ",4,L
182.00,0.00,0.00,1615.00,Sun Country Airlines d/b/a MN Airlines,12892,"Los Angeles, CA",EAU,"Eau Claire, WI",1,L
182.00,0.00,0.00,1654.00,Sun Country Airlines d/b/a MN Airlines,11977,"Green Bay, WI",RNO,"Reno, NV",10,L
183.00,0.00,0.00,701.00,Sun Country Airlines d/b/a MN Airlines,10408,"Appleton, WI",DCA,"Washington, DC",4,L
183.00,0.00,0.00,701.00,Sun Country Airlines d/b/a MN Airlines,10408,"Appleton, WI",DCA,"Washington, DC",6,L
183.00,0.00,0.00,701.00,Sun Country Airlines d/b/a MN Airlines,10408,"Appleton, WI",DCA,"Washington, DC",10,L
183.00,0.00,0.00,701.00,Sun Country Airlines d/b/a MN Airlines,11278,"Washington, DC",ATW,"Appleton, WI",4,L
183.00,0.00,0.00,701.00,Sun Country Airlines d/b/a MN Airlines,11278,"Washington, DC",ATW,"Appleton, WI",6,L
183.00,0.00,0.00,701.00,Sun Country Airlines d/b/a MN Airlines,11278,"Washington, DC",ATW,"Appleton, WI",10,L
183.00,0.00,0.00,734.00,Sun Country Airlines d/b/a MN Airlines,10158,"Atlantic City, NJ",MKE,"Milwaukee, WI",8,L
183.00,0.00,0.00,734.00,Sun Country Airlines d/b/a MN Airlines,13342,"Milwaukee, WI",ACY,"Atlantic City, NJ",8,L
183.00,0.00,0.00,768.00,Sun Country Airlines d/b/a MN Airlines,11203,"Mosinee, WI",DCA,"Washington, DC",4,L
183.00,0.00,0.00,768.00,Sun Country Airlines d/b/a MN Airlines,11203,"Mosinee, WI",DCA,"Washington, DC",5,L
183.00,0.00,0.00,768.00,Sun Country Airlines d/b/a MN Airlines,11203,"Mosinee, WI",DCA,"Washington, DC",10,L
183.00,0.00,0.00,768.00,Sun Country Airlines d/b/a MN Airlines,11278,"Washington, DC",CWA,"Mosinee, WI",5,L
183.00,0.00,0.00,972.00,Sun Country Airlines d/b/a MN Airlines,11977,"Green Bay, WI",GPT,"Gulfport/Biloxi, MS",3,L
183.00,0.00,0.00,1455.00,Sun Country Airlines d/b/a MN Airlines,13485,"Madison, WI",IFP,"Bullhead City, AZ",4,L
184.00,0.00,0.00,764.00,Air Wisconsin Airlines Corp,13485,"Madison, WI",PHL,"Philadelphia, PA",9,F
184.00,0.00,0.00,815.00,American Airlines Inc.,11278,"Washington, DC",LSE,"La Crosse, WI",9,L
184.00,0.00,0.00,815.00,American Airlines Inc.,13076,"La Crosse, WI",DCA,"Washington, DC",9,L
184.00,0.00,0.00,1739.00,JetBlue Airways,13342,"Milwaukee, WI",SAN,"San Diego, CA",10,F
185.00,0.00,0.00,236.00,Endeavor Air Inc.,10408,"Appleton, WI",MSP,"Minneapolis, MN",9,F
185.00,0.00,0.00,1258.00,Delta Air Lines Inc.,13342,"Milwaukee, WI",MIA,"Miami, FL",4,L
186.00,0.00,0.00,768.00,Sun Country Airlines d/b/a MN Airlines,11278,"Washington, DC",CWA,"Mosinee, WI",4,L
186.00,0.00,0.00,768.00,Sun Country Airlines d/b/a MN Airlines,11278,"Washington, DC",CWA,"Mosinee, WI",10,L
186.00,0.00,0.00,815.00,American Airlines Inc.,11278,"Washington, DC",LSE,"La Crosse, WI",5,L
186.00,0.00,0.00,815.00,American Airlines Inc.,13076,"La Crosse, WI",DCA,"Washington, DC",5,L
186.00,9608.00,0.00,799.00,United Air Lines Inc.,13485,"Madison, WI",EWR,"Newark, NJ",10,L
188.00,0.00,0.00,707.00,American Airlines Inc.,13485,"Madison, WI",DCA,"Washington, DC",4,L
189.00,0.00,0.00,228.00,TEM Enterprises dba  Avelo Airlines,13342,"Milwaukee, WI",PTK,"Pontiac, MI",3,L
189.00,0.00,0.00,228.00,TEM Enterprises dba  Avelo Airlines,14275,"Pontiac, MI",MKE,"Milwaukee, WI",3,L
189.00,0.00,0.00,707.00,American Airlines Inc.,11278,"Washington, DC",MSN,"Madison, WI",4,L
189.00,0.00,0.00,707.00,American Airlines Inc.,11278,"Washington, DC",MSN,"Madison, WI",10,L
189.00,0.00,0.00,707.00,American Airlines Inc.,13485,"Madison, WI",DCA,"Washington, DC",9,L
189.00,0.00,0.00,707.00,American Airlines Inc.,13485,"Madison, WI",DCA,"Washington, DC",10,L
189.00,0.00,0.00,768.00,Sun Country Airlines d/b/a MN Airlines,11278,"Washington, DC",CWA,"Mosinee, WI",9,L
190.00,0.00,0.00,213.00,Envoy Air,11203,"Mosinee, WI",ORD,"Chicago, IL",2,F
190.00,0.00,0.00,416.00,Delta Air Lines Inc.,11193,"Cincinnati, OH",GRB,"Green Bay, WI",8,L
190.00,0.00,0.00,707.00,American Airlines Inc.,11278,"Washington, DC",MSN,"Madison, WI",9,L
190.00,0.00,0.00,984.00,SkyWest Airlines Inc.,12266,"Houston, TX",MKE,"Milwaukee, WI",10,F
191.00,0.00,0.00,416.00,Delta Air Lines Inc.,11977,"Green Bay, WI",CVG,"Cincinnati, OH",8,L
191.00,0.00,0.00,984.00,SkyWest Airlines Inc.,13342,"Milwaukee, WI",IAH,"Houston, TX",10,F
191.00,0.00,0.00,1243.00,Southwest Airlines Co.,11697,"Fort Lauderdale, FL",MKE,"Milwaukee, WI",6,F
192.00,0.00,0.00,213.00,SkyWest Airlines Inc.,11203,"Mosinee, WI",ORD,"Chicago, IL",7,F
192.00,0.00,0.00,215.00,SkyWest Airlines Inc.,13076,"La Crosse, WI",ORD,"Chicago, IL",2,F
192.00,0.00,0.00,690.00,Piedmont Airlines,13342,"Milwaukee, WI",PHL,"Philadelphia, PA",9,F
192.00,0.00,0.00,1778.00,Southwest Airlines Co.,14893,"Sacramento, CA",MKE,"Milwaukee, WI",10,F
194.00,0.00,0.00,236.00,Endeavor Air Inc.,13487,"Minneapolis, MN",ATW,"Appleton, WI",9,F
194.00,0.00,0.00,311.00,Endeavor Air Inc.,13485,"Madison, WI",DTW,"Detroit, MI",8,F
194.00,0.00,0.00,708.00,Envoy Air,11057,"Charlotte, NC",MSN,"Madison, WI",1,F
195.00,0.00,0.00,1174.00,Delta Air Lines Inc.,14869,"Salt Lake City, UT",MSN,"Madison, WI",8,F
196.00,0.00,0.00,764.00,American Airlines Inc.,14100,"Philadelphia, PA",MSN,"Madison, WI",8,F
197.00,0.00,0.00,311.00,Endeavor Air Inc.,11433,"Detroit, MI",MSN,"Madison, WI",8,F
200.00,0.00,0.00,984.00,Mesa Airlines Inc.,13342,"Milwaukee, WI",IAH,"Houston, TX",1,F
201.00,0.00,0.00,297.00,SkyWest Airlines Inc.,13342,"Milwaukee, WI",MSP,"Minneapolis, MN",4,F
202.00,0.00,0.00,684.00,United Air Lines Inc.,12264,"Washington, DC",MSN,"Madison, WI",8,F
204.00,0.00,0.00,173.00,Envoy Air,13930,"Chicago, IL",GRB,"Green Bay, WI",10,F
204.00,0.00,0.00,876.00,Southwest Airlines Co.,13342,"Milwaukee, WI",ECP,"Panama City, FL",2,F
204.00,0.00,0.00,1032.00,Southwest Airlines Co.,10423,"Austin, TX",MKE,"Milwaukee, WI",9,F
205.00,863.00,0.00,903.00,Southwest Airlines Co.,13495,"New Orleans, LA",MKE,"Milwaukee, WI",6,F
206.00,0.00,0.00,173.00,American Airlines Inc.,13930,"Chicago, IL",GRB,"Green Bay, WI",1,F
206.00,0.00,0.00,297.00,SkyWest Airlines Inc.,13342,"Milwaukee, WI",MSP,"Minneapolis, MN",6,F
207.00,0.00,0.00,742.00,Envoy Air,11057,"Charlotte, NC",ATW,"Appleton, WI",4,F
207.00,0.00,0.00,799.00,Republic Airline,13485,"Madison, WI",EWR,"Newark, NJ",7,F
208.00,0.00,0.00,1204.00,Southwest Airlines Co.,13342,"Milwaukee, WI",PBI,"West Palm Beach/Palm Beach, FL",3,F
211.00,0.00,0.00,173.00,Envoy Air,11977,"Green Bay, WI",ORD,"Chicago, IL",10,F
211.00,0.00,0.00,311.00,Endeavor Air Inc.,11433,"Detroit, MI",MSN,"Madison, WI",7,F
213.00,0.00,0.00,1829.00,Southwest Airlines Co.,13342,"Milwaukee, WI",SJC,"San Jose, CA",1,F
214.00,308.00,0.00,1004.00,Southwest Airlines Co.,12191,"Houston, TX",MKE,"Milwaukee, WI",6,F
214.00,314.00,0.00,1739.00,Southwest Airlines Co.,13342,"Milwaukee, WI",SAN,"San Diego, CA",7,F
216.00,0.00,0.00,119.00,Endeavor Air Inc.,13487,"Minneapolis, MN",LSE,"La Crosse, WI",6,F
216.00,0.00,0.00,707.00,Endeavor Air Inc.,10397,"Atlanta, GA",MSN,"Madison, WI",9,F
218.00,0.00,0.00,311.00,Endeavor Air Inc.,13485,"Madison, WI",DTW,"Detroit, MI",7,F
219.00,0.00,0.00,903.00,Southwest Airlines Co.,13495,"New Orleans, LA",MKE,"Milwaukee, WI",5,F
219.00,0.00,0.00,1032.00,Southwest Airlines Co.,13342,"Milwaukee, WI",AUS,"Austin, TX",4,F
220.00,0.00,0.00,213.00,SkyWest Airlines Inc.,13930,"Chicago, IL",CWA,"Mosinee, WI",7,F
221.00,0.00,0.00,812.00,Delta Air Lines Inc.,13485,"Madison, WI",LGA,"New York, NY",8,F
221.00,0.00,0.00,926.00,Allegiant Air,10408,"Appleton, WI",SAV,"Savannah, GA",8,F
224.00,0.00,0.00,108.00,Republic Airline,13930,"Chicago, IL",MSN,"Madison, WI",2,F
225.00,0.00,0.00,108.00,Envoy Air,13930,"Chicago, IL",MSN,"Madison, WI",9,F
226.00,0.00,0.00,1739.00,Southwest Airlines Co.,13342,"Milwaukee, WI",SAN,"San Diego, CA",1,F
226.00,35.00,0.00,1739.00,Southwest Airlines Co.,14679,"San Diego, CA",MKE,"Milwaukee, WI",10,F
227.00,0.00,0.00,108.00,Envoy Air,13485,"Madison, WI",ORD,"Chicago, IL",9,F
227.00,0.00,0.00,812.00,Delta Air Lines Inc.,12953,"New York, NY",MSN,"Madison, WI",8,F
228.00,0.00,0.00,297.00,Endeavor Air Inc.,13342,"Milwaukee, WI",MSP,"Minneapolis, MN",2,F
228.00,0.00,0.00,690.00,PSA Airlines Inc.,13342,"Milwaukee, WI",PHL,"Philadelphia, PA",5,F
228.00,0.00,0.00,1471.00,Sun Country Airlines d/b/a MN Airlines,11203,"Mosinee, WI",IFP,"Bullhead City, AZ",1,L
235.00,0.00,0.00,690.00,PSA Airlines Inc.,14100,"Philadelphia, PA",MKE,"Milwaukee, WI",5,F
235.00,0.00,0.00,742.00,Envoy Air,10408,"Appleton, WI",CLT,"Charlotte, NC",4,F
236.00,0.00,0.00,173.00,Piedmont Airlines,11977,"Green Bay, WI",ORD,"Chicago, IL",7,F
237.00,0.00,0.00,799.00,Republic Airline,13485,"Madison, WI",EWR,"Newark, NJ",1,F
237.00,0.00,0.00,1389.00,Sun Country Airlines d/b/a MN Airlines,10590,"Bullhead City, AZ",EAU,"Eau Claire, WI",3,L
237.00,0.00,0.00,1389.00,Sun Country Airlines d/b/a MN Airlines,11471,"Eau Claire, WI",IFP,"Bullhead City, AZ",3,L
238.00,0.00,0.00,1772.00,United Air Lines Inc.,13485,"Madison, WI",SFO,"San Francisco, CA",8,F
239.00,0.00,0.00,812.00,Republic Airline,12953,"New York, NY",MSN,"Madison, WI",1,F
246.00,0.00,0.00,1377.00,Sun Country Airlines d/b/a MN Airlines,13076,"La Crosse, WI",IFP,"Bullhead City, AZ",3,L
246.00,220.00,0.00,1739.00,Southwest Airlines Co.,13342,"Milwaukee, WI",SAN,"San Diego, CA",5,F
247.00,0.00,0.00,799.00,Republic Airline,11618,"Newark, NJ",MSN,"Madison, WI",8,F
248.00,0.00,0.00,708.00,PSA Airlines Inc.,11057,"Charlotte, NC",MSN,"Madison, WI",10,F
248.00,114.00,0.00,799.00,United Air Lines Inc.,11618,"Newark, NJ",MSN,"Madison, WI",10,F
249.00,0.00,0.00,764.00,American Airlines Inc.,13485,"Madison, WI",PHL,"Philadelphia, PA",8,F
249.00,0.00,0.00,1300.00,Envoy Air,13303,"Miami, FL",MSN,"Madison, WI",3,F
250.00,0.00,0.00,799.00,Republic Airline,13485,"Madison, WI",EWR,"Newark, NJ",8,F
250.00,0.00,0.00,1183.00,Southwest Airlines Co.,13342,"Milwaukee, WI",RSW,"Fort Myers, FL",7,F
251.00,546.00,0.00,1756.00,Southwest Airlines Co.,12892,"Los Angeles, CA",MKE,"Milwaukee, WI",8,F
