PASSENGERS,FREIGHT,MAIL,DISTANCE,CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,MONTH,CLASS
0.00,0.00,0.00,0.00,"Western Air Charter, Inc.  d/b/a  Jet Edge",10408,"Appleton, WI",ATW,"Appleton, WI",10,L
0.00,0.00,0.00,57.00,"Western Air Charter, Inc.  d/b/a  Jet Edge",14320,"Chicago, IL",MKE,"Milwaukee, WI",6,L
0.00,0.00,0.00,67.00,Republic Airline,13342,"Milwaukee, WI",ORD,"Chicago, IL",2,F
0.00,0.00,0.00,67.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13342,"Milwaukee, WI",ORD,"Chicago, IL",1,L
0.00,0.00,0.00,67.00,United Air Lines Inc.,13342,"Milwaukee, WI",ORD,"Chicago, IL",2,F
0.00,0.00,0.00,67.00,United Air Lines Inc.,13342,"Milwaukee, WI",ORD,"Chicago, IL",3,F
0.00,0.00,0.00,67.00,United Air Lines Inc.,13342,"Milwaukee, WI",ORD,"Chicago, IL",7,F
0.00,0.00,0.00,67.00,United Air Lines Inc.,13342,"Milwaukee, WI",ORD,"Chicago, IL",9,F
0.00,0.00,0.00,74.00,United Air Lines Inc.,13342,"Milwaukee, WI",MSN,"Madison, WI",8,F
0.00,0.00,0.00,74.00,United Air Lines Inc.,13342,"Milwaukee, WI",MSN,"Madison, WI",9,F
0.00,0.00,0.00,78.00,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,11376,"Chicago, IL",UES,"Waukesha, WI",5,L
0.00,0.00,0.00,80.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13232,"Chicago, IL",MKE,"Milwaukee, WI",1,L
0.00,0.00,0.00,108.00,United Air Lines Inc.,13485,"Madison, WI",ORD,"Chicago, IL",4,F
0.00,0.00,0.00,124.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13485,"Madison, WI",MDW,"Chicago, IL",2,L
0.00,0.00,0.00,135.00,"Western Air Charter, Inc.  d/b/a  Jet Edge",15440,"Waukesha, WI",SBN,"South Bend, IN",5,L
0.00,0.00,0.00,173.00,United Air Lines Inc.,11977,"Green Bay, WI",ORD,"Chicago, IL",3,F
0.00,0.00,0.00,183.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14108,"Peoria, IL",MKE,"Milwaukee, WI",8,L
0.00,0.00,0.00,202.00,"Global Crossing Airlines, Inc.",11067,"Champaign/Urbana, IL",MKE,"Milwaukee, WI",2,L
0.00,0.00,0.00,208.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11003,"Cedar Rapids/Iowa City, IA",MKE,"Milwaukee, WI",1,L
0.00,0.00,0.00,208.00,United Air Lines Inc.,11003,"Cedar Rapids/Iowa City, IA",MKE,"Milwaukee, WI",9,F
0.00,0.00,0.00,237.00,Kalitta Charters II,11433,"Detroit, MI",MKE,"Milwaukee, WI",3,P
0.00,0.00,0.00,237.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,"Detroit, MI",MKE,"Milwaukee, WI",2,L
0.00,0.00,0.00,237.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,"Detroit, MI",MKE,"Milwaukee, WI",8,L
0.00,0.00,0.00,242.00,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,12884,"Lansing, MI",MSN,"Madison, WI",10,L
0.00,0.00,0.00,247.00,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,13485,"Madison, WI",DSM,"Des Moines, IA",3,L
0.00,0.00,0.00,283.00,Ameristar Air Cargo,16091,"Detroit, MI",JVL,"Beloit/Janesville, WI",4,P
0.00,0.00,0.00,284.00,Republic Airline,12339,"Indianapolis, IN",MSN,"Madison, WI",4,F
0.00,0.00,0.00,302.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",16091,"Detroit, MI",MSN,"Madison, WI",1,L
0.00,0.00,0.00,308.00,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,13485,"Madison, WI",STL,"St. Louis, MO",8,L
0.00,0.00,0.00,308.00,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,15016,"St. Louis, MO",MSN,"Madison, WI",8,L
0.00,0.00,0.00,317.00,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,13342,"Milwaukee, WI",STL,"St. Louis, MO",2,L
0.00,0.00,0.00,318.00,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,13342,"Milwaukee, WI",CVG,"Cincinnati, OH",4,L
0.00,0.00,0.00,318.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,"Cincinnati, OH",MKE,"Milwaukee, WI",1,L
0.00,0.00,0.00,318.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,"Cincinnati, OH",MKE,"Milwaukee, WI",2,L
0.00,0.00,0.00,318.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,"Cincinnati, OH",MKE,"Milwaukee, WI",4,L
0.00,0.00,0.00,318.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,"Cincinnati, OH",MKE,"Milwaukee, WI",5,L
0.00,0.00,0.00,318.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,"Cincinnati, OH",MKE,"Milwaukee, WI",7,L
0.00,0.00,0.00,318.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,"Cincinnati, OH",MKE,"Milwaukee, WI",8,L
0.00,0.00,0.00,318.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13342,"Milwaukee, WI",CVG,"Cincinnati, OH",5,L
0.00,0.00,0.00,318.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13342,"Milwaukee, WI",CVG,"Cincinnati, OH",7,L
0.00,0.00,0.00,318.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13342,"Milwaukee, WI",CVG,"Cincinnati, OH",8,L
0.00,0.00,0.00,318.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13342,"Milwaukee, WI",CVG,"Cincinnati, OH",10,L
0.00,0.00,0.00,318.00,United Air Lines Inc.,11193,"Cincinnati, OH",MKE,"Milwaukee, WI",9,F
0.00,0.00,0.00,330.00,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,13342,"Milwaukee, WI",CMH,"Columbus, OH",3,L
0.00,0.00,0.00,330.00,Republic Airline,11066,"Columbus, OH",MKE,"Milwaukee, WI",7,F
0.00,0.00,0.00,330.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"Columbus, OH",MKE,"Milwaukee, WI",1,L
0.00,0.00,0.00,330.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13342,"Milwaukee, WI",CMH,"Columbus, OH",1,L
0.00,0.00,0.00,330.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13342,"Milwaukee, WI",CMH,"Columbus, OH",3,L
0.00,0.00,0.00,343.00,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,12155,"Holland, MI",HYR,"Hayward, WI",7,L
0.00,0.00,0.00,359.00,Republic Airline,13871,"Omaha, NE",MSN,"Madison, WI",9,F
0.00,0.00,0.00,359.00,United Air Lines Inc.,13485,"Madison, WI",OMA,"Omaha, NE",4,F
0.00,0.00,0.00,379.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13105,"Cincinnati, OH",MSN,"Madison, WI",1,L
0.00,0.00,0.00,386.00,United Air Lines Inc.,13198,"Kansas City, MO",MSN,"Madison, WI",4,F
0.00,0.00,0.00,391.00,United Air Lines Inc.,14730,"Louisville, KY",MSN,"Madison, WI",7,F
0.00,0.00,0.00,398.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13485,"Madison, WI",CMH,"Columbus, OH",2,L
0.00,0.00,0.00,426.00,Republic Airline,13342,"Milwaukee, WI",OMA,"Omaha, NE",10,F
0.00,0.00,0.00,426.00,United Air Lines Inc.,13342,"Milwaukee, WI",OMA,"Omaha, NE",7,F
0.00,0.00,0.00,431.00,Republic Airline,13342,"Milwaukee, WI",PIT,"Pittsburgh, PA",6,F
0.00,0.00,0.00,449.00,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,10198,"Pittsburgh, PA",MKE,"Milwaukee, WI",2,L
0.00,0.00,0.00,475.00,United Air Lines Inc.,10693,"Nashville, TN",MKE,"Milwaukee, WI",9,F
0.00,0.00,0.00,504.00,"Western Air Charter, Inc.  d/b/a  Jet Edge",13485,"Madison, WI",BNA,"Nashville, TN",2,L
0.00,0.00,0.00,523.00,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,13485,"Madison, WI",AGC,"Pittsburgh, PA",7,L
0.00,0.00,0.00,537.00,United Air Lines Inc.,10792,"Buffalo, NY",MSN,"Madison, WI",8,F
0.00,0.00,0.00,538.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13342,"Milwaukee, WI",SCE,"State College, PA",2,L
0.00,0.00,0.00,540.00,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,13461,"Smyrna, TN",SBM,"Sheboygan, WI",7,L
0.00,0.00,0.00,560.00,United Air Lines Inc.,13244,"Memphis, TN",MSN,"Madison, WI",6,F
0.00,0.00,0.00,560.00,United Air Lines Inc.,13244,"Memphis, TN",MSN,"Madison, WI",7,F
0.00,0.00,0.00,570.00,"Western Air Charter, Inc.  d/b/a  Jet Edge",10408,"Appleton, WI",BNA,"Nashville, TN",7,L
0.00,0.00,0.00,607.00,United Air Lines Inc.,13230,"Harrisburg, PA",MKE,"Milwaukee, WI",9,F
0.00,0.00,0.00,611.00,United Air Lines Inc.,12264,"Washington, DC",MKE,"Milwaukee, WI",8,F
0.00,0.00,0.00,611.00,United Air Lines Inc.,12264,"Washington, DC",MKE,"Milwaukee, WI",9,F
0.00,0.00,0.00,633.00,Atlas Air Inc.,12263,"Wichita, KS",OSH,"Oshkosh, WI",7,P
0.00,0.00,0.00,633.00,Atlas Air Inc.,13949,"Oshkosh, WI",IAB,"Wichita, KS",7,P
0.00,0.00,0.00,635.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13342,"Milwaukee, WI",GSO,"Greensboro/High Point, NC",5,L
0.00,0.00,0.00,635.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13342,"Milwaukee, WI",GSO,"Greensboro/High Point, NC",6,L
0.00,0.00,0.00,670.00,"Western Air Charter, Inc.  d/b/a  Jet Edge",11790,"Atlanta, GA",UES,"Waukesha, WI",10,L
0.00,0.00,0.00,673.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14524,"Richmond, VA",MKE,"Milwaukee, WI",5,L
0.00,0.00,0.00,681.00,United Air Lines Inc.,13485,"Madison, WI",MDT,"Harrisburg, PA",4,F
0.00,0.00,0.00,684.00,United Air Lines Inc.,13485,"Madison, WI",IAD,"Washington, DC",6,F
0.00,0.00,0.00,684.00,United Air Lines Inc.,13485,"Madison, WI",IAD,"Washington, DC",10,F
0.00,0.00,0.00,684.00,"Western Air Charter, Inc.  d/b/a  Jet Edge",13485,"Madison, WI",IAD,"Washington, DC",2,L
0.00,0.00,0.00,690.00,United Air Lines Inc.,13485,"Madison, WI",RAP,"Rapid City, SD",4,F
0.00,0.00,0.00,690.00,United Air Lines Inc.,14100,"Philadelphia, PA",MKE,"Milwaukee, WI",2,F
0.00,0.00,0.00,708.00,United Air Lines Inc.,11057,"Charlotte, NC",MSN,"Madison, WI",2,F
0.00,0.00,0.00,715.00,Republic Airline,13342,"Milwaukee, WI",ALB,"Albany, NY",6,F
0.00,0.00,0.00,725.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13342,"Milwaukee, WI",EWR,"Newark, NJ",1,L
0.00,0.00,0.00,727.00,"Western Air Charter, Inc.  d/b/a  Jet Edge",15167,"Teterboro, NJ",MKE,"Milwaukee, WI",9,L
0.00,0.00,0.00,741.00,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,12197,"White Plains, NY",MKE,"Milwaukee, WI",6,L
0.00,0.00,0.00,753.00,United Air Lines Inc.,13485,"Madison, WI",RDU,"Raleigh/Durham, NC",4,F
0.00,0.00,0.00,762.00,TEM Enterprises dba  Avelo Airlines,13342,"Milwaukee, WI",FRG,"East Farmingdale, NY",2,L
0.00,0.00,0.00,773.00,"Western Air Charter, Inc.  d/b/a  Jet Edge",15167,"Teterboro, NJ",ATW,"Appleton, WI",7,L
0.00,0.00,0.00,779.00,TEM Enterprises dba  Avelo Airlines,12244,"New Haven, CT",MKE,"Milwaukee, WI",2,L
0.00,0.00,0.00,779.00,TEM Enterprises dba  Avelo Airlines,13342,"Milwaukee, WI",HVN,"New Haven, CT",5,L
0.00,0.00,0.00,799.00,Republic Airline,11618,"Newark, NJ",MSN,"Madison, WI",6,F
0.00,0.00,0.00,799.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13485,"Madison, WI",EWR,"Newark, NJ",1,L
0.00,0.00,0.00,799.00,"Western Air Charter, Inc.  d/b/a  Jet Edge",11728,"Westhampton, NY",ENW,"Kenosha, WI",8,L
0.00,0.00,0.00,805.00,United Air Lines Inc.,13342,"Milwaukee, WI",BFF,"Scottsbluff, NE",4,F
0.00,0.00,0.00,818.00,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,14520,"Rhinelander, WI",PWA,"Oklahoma City, OK",6,L
0.00,0.00,0.00,821.00,United Air Lines Inc.,11298,"Dallas/Fort Worth, TX",MSN,"Madison, WI",10,F
0.00,0.00,0.00,831.00,Republic Airline,13342,"Milwaukee, WI",SAV,"Savannah, GA",7,F
0.00,0.00,0.00,841.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"Alexandria, LA",MKE,"Milwaukee, WI",1,L
0.00,0.00,0.00,841.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13342,"Milwaukee, WI",AEX,"Alexandria, LA",1,L
0.00,0.00,0.00,845.00,"Western Air Charter, Inc.  d/b/a  Jet Edge",13342,"Milwaukee, WI",BED,"Bedford, MA",9,L
0.00,0.00,0.00,846.00,TEM Enterprises dba  Avelo Airlines,14307,"Providence, RI",MKE,"Milwaukee, WI",1,L
0.00,0.00,0.00,850.00,"Western Air Charter, Inc.  d/b/a  Jet Edge",12953,"New York, NY",ISW,"Wisconsin Rapids, WI",10,L
0.00,0.00,0.00,853.00,United Air Lines Inc.,13342,"Milwaukee, WI",DFW,"Dallas/Fort Worth, TX",9,F
0.00,0.00,0.00,856.00,United Air Lines Inc.,11109,"Colorado Springs, CO",MSN,"Madison, WI",4,F
0.00,0.00,0.00,856.00,United Air Lines Inc.,13485,"Madison, WI",COS,"Colorado Springs, CO",7,F
0.00,0.00,0.00,860.00,United Air Lines Inc.,13342,"Milwaukee, WI",BOS,"Boston, MA",9,F
0.00,0.00,0.00,872.00,"Western Air Charter, Inc.  d/b/a  Jet Edge",10721,"Boston, MA",GRB,"Green Bay, WI",4,L
0.00,0.00,0.00,880.00,United Air Lines Inc.,13485,"Madison, WI",SAV,"Savannah, GA",8,F
0.00,0.00,0.00,880.00,United Air Lines Inc.,13485,"Madison, WI",SAV,"Savannah, GA",9,F
0.00,0.00,0.00,908.00,Republic Airline,13495,"New Orleans, LA",MSN,"Madison, WI",4,F
0.00,0.00,0.00,923.00,United Air Lines Inc.,13342,"Milwaukee, WI",COS,"Colorado Springs, CO",5,F
0.00,0.00,0.00,925.00,United Air Lines Inc.,12451,"Jacksonville, FL",MKE,"Milwaukee, WI",9,F
0.00,0.00,0.00,932.00,United Air Lines Inc.,10721,"Boston, MA",MSN,"Madison, WI",6,F
0.00,0.00,0.00,966.00,United Air Lines Inc.,12266,"Houston, TX",MSN,"Madison, WI",5,F
0.00,0.00,0.00,966.00,United Air Lines Inc.,12266,"Houston, TX",MSN,"Madison, WI",6,F
0.00,0.00,0.00,966.00,United Air Lines Inc.,12266,"Houston, TX",MSN,"Madison, WI",8,F
0.00,0.00,0.00,978.00,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,12250,"Hyannis, MA",MSN,"Madison, WI",9,L
0.00,0.00,0.00,1066.00,TEM Enterprises dba  Avelo Airlines,13204,"Orlando, FL",MKE,"Milwaukee, WI",3,L
0.00,0.00,0.00,1066.00,TEM Enterprises dba  Avelo Airlines,13342,"Milwaukee, WI",MCO,"Orlando, FL",3,L
0.00,0.00,0.00,1066.00,United Air Lines Inc.,13204,"Orlando, FL",MKE,"Milwaukee, WI",9,F
0.00,0.00,0.00,1088.00,"Global Crossing Airlines, Inc.",13485,"Madison, WI",SFB,"Sanford, FL",3,L
0.00,0.00,0.00,1095.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14683,"San Antonio, TX",MKE,"Milwaukee, WI",2,L
0.00,0.00,0.00,1095.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14683,"San Antonio, TX",MKE,"Milwaukee, WI",6,L
0.00,0.00,0.00,1113.00,United Air Lines Inc.,15304,"Tampa, FL",MSN,"Madison, WI",6,F
0.00,0.00,0.00,1150.00,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,13485,"Madison, WI",SRQ,"Sarasota/Bradenton, FL",8,L
0.00,0.00,0.00,1150.00,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,14986,"Sarasota/Bradenton, FL",MSN,"Madison, WI",7,L
0.00,0.00,0.00,1150.00,United Air Lines Inc.,14986,"Sarasota/Bradenton, FL",MSN,"Madison, WI",3,F
0.00,0.00,0.00,1174.00,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,13485,"Madison, WI",SLC,"Salt Lake City, UT",9,L
0.00,0.00,0.00,1204.00,"Western Air Charter, Inc.  d/b/a  Jet Edge",14027,"West Palm Beach/Palm Beach, FL",MKE,"Milwaukee, WI",4,L
0.00,0.00,0.00,1234.00,United Air Lines Inc.,13486,"Missoula, MT",MSN,"Madison, WI",7,F
0.00,0.00,0.00,1247.00,United Air Lines Inc.,13342,"Milwaukee, WI",SLC,"Salt Lake City, UT",8,F
0.00,0.00,0.00,1248.00,United Air Lines Inc.,13485,"Madison, WI",PBI,"West Palm Beach/Palm Beach, FL",9,F
0.00,0.00,0.00,1258.00,"Global Crossing Airlines, Inc.",13303,"Miami, FL",MKE,"Milwaukee, WI",6,L
0.00,0.00,0.00,1258.00,"Global Crossing Airlines, Inc.",13342,"Milwaukee, WI",MIA,"Miami, FL",2,L
0.00,0.00,0.00,1258.00,"Global Crossing Airlines, Inc.",13342,"Milwaukee, WI",MIA,"Miami, FL",5,L
0.00,0.00,0.00,1258.00,"Global Crossing Airlines, Inc.",13342,"Milwaukee, WI",MIA,"Miami, FL",7,L
0.00,0.00,0.00,1258.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"Miami, FL",MKE,"Milwaukee, WI",1,L
0.00,0.00,0.00,1258.00,"Western Air Charter, Inc.  d/b/a  Jet Edge",13342,"Milwaukee, WI",MIA,"Miami, FL",3,L
0.00,0.00,0.00,1278.00,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12206,"Harlingen/San Benito, TX",MKE,"Milwaukee, WI",2,L
0.00,0.00,0.00,1300.00,"Global Crossing Airlines, Inc.",13303,"Miami, FL",MSN,"Madison, WI",3,L
0.00,0.00,0.00,1300.00,"Global Crossing Airlines, Inc.",13485,"Madison, WI",MIA,"Miami, FL",2,L
0.00,0.00,0.00,1347.00,"Western Air Charter, Inc.  d/b/a  Jet Edge",13898,"Miami, FL",ATW,"Appleton, WI",7,L
0.00,0.00,0.00,1347.00,"Western Air Charter, Inc.  d/b/a  Jet Edge",13898,"Miami, FL",ATW,"Appleton, WI",9,L
0.00,0.00,0.00,1354.00,"Western Air Charter, Inc.  d/b/a  Jet Edge",11977,"Green Bay, WI",OPF,"Miami, FL",4,L
0.00,0.00,0.00,1366.00,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,11098,"Coeur d'Alene, ID",MSN,"Madison, WI",8,L
0.00,0.00,0.00,1524.00,United Air Lines Inc.,12889,"Las Vegas, NV",MKE,"Milwaukee, WI",3,F
0.00,0.00,0.00,1524.00,United Air Lines Inc.,13342,"Milwaukee, WI",LAS,"Las Vegas, NV",9,F
0.00,0.00,0.00,1644.00,United Air Lines Inc.,14057,"Portland, OR",MSN,"Madison, WI",4,F
0.00,0.00,0.00,1644.00,United Air Lines Inc.,14057,"Portland, OR",MSN,"Madison, WI",8,F
0.00,0.00,0.00,1676.00,United Air Lines Inc.,14057,"Portland, OR",GRB,"Green Bay, WI",3,F
0.00,0.00,0.00,1687.00,United Air Lines Inc.,13485,"Madison, WI",LAX,"Los Angeles, CA",10,F
0.00,0.00,0.00,1688.00,"Global Crossing Airlines, Inc.",11603,"Eugene, OR",MSN,"Madison, WI",3,L
0.00,0.00,0.00,1694.00,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,10559,"Seattle, WA",MKE,"Milwaukee, WI",3,L
0.00,0.00,0.00,1694.00,United Air Lines Inc.,13342,"Milwaukee, WI",SEA,"Seattle, WA",6,F
0.00,0.00,0.00,1738.00,United Air Lines Inc.,13342,"Milwaukee, WI",SNA,"Santa Ana, CA",6,F
0.00,0.00,0.00,1738.00,United Air Lines Inc.,13342,"Milwaukee, WI",SNA,"Santa Ana, CA",8,F
0.00,0.00,0.00,1738.00,United Air Lines Inc.,13342,"Milwaukee, WI",SNA,"Santa Ana, CA",9,F
0.00,0.00,0.00,1739.00,United Air Lines Inc.,14679,"San Diego, CA",MKE,"Milwaukee, WI",7,F
0.00,0.00,0.00,1745.00,"Western Air Charter, Inc.  d/b/a  Jet Edge",11564,"Kenosha, WI",VNY,"Van Nuys, CA",8,L
0.00,0.00,0.00,1772.00,United Air Lines Inc.,14771,"San Francisco, CA",MSN,"Madison, WI",6,F
0.00,0.00,0.00,1772.00,United Air Lines Inc.,14771,"San Francisco, CA",MSN,"Madison, WI",7,F
0.00,0.00,0.00,1828.00,"Western Air Charter, Inc.  d/b/a  Jet Edge",11564,"Kenosha, WI",SJC,"San Jose, CA",8,L
0.00,0.00,0.00,2738.00,United Air Lines Inc.,13485,"Madison, WI",ANC,"Anchorage, AK",9,F
0.00,0.00,136.00,2796.00,Alaska Airlines Inc.,10299,"Anchorage, AK",MKE,"Milwaukee, WI",6,F
0.00,85.00,0.00,328.00,USA Jet Airlines Inc.,13342,"Milwaukee, WI",CLE,"Cleveland, OH",2,P
0.00,215.00,0.00,407.00,USA Jet Airlines Inc.,13076,"La Crosse, WI",YIP,"Detroit, MI",8,P
0.00,426.00,0.00,60.00,Federal Express Corporation,11203,"Mosinee, WI",RHI,"Rhinelander, WI",9,G
0.00,486.00,0.00,96.00,Federal Express Corporation,10408,"Appleton, WI",MKE,"Milwaukee, WI",3,G
0.00,486.00,0.00,96.00,Federal Express Corporation,13342,"Milwaukee, WI",ATW,"Appleton, WI",3,G
0.00,519.00,0.00,782.00,USA Jet Airlines Inc.,16771,"New Richmond, WI",DCU,"Decatur, AL",10,P
0.00,638.00,0.00,88.00,Federal Express Corporation,13485,"Madison, WI",ISW,"Wisconsin Rapids, WI",3,G
0.00,775.00,0.00,67.00,Federal Express Corporation,12335,"Iron Mountain/Kingsfd, MI",RHI,"Rhinelander, WI",3,G
0.00,840.00,0.00,67.00,Federal Express Corporation,14520,"Rhinelander, WI",IMT,"Iron Mountain/Kingsfd, MI",10,G
0.00,1105.00,0.00,60.00,Federal Express Corporation,14520,"Rhinelander, WI",CWA,"Mosinee, WI",5,G
0.00,1610.00,0.00,334.00,Federal Express Corporation,12339,"Indianapolis, IN",ATW,"Appleton, WI",5,G
0.00,1895.00,0.00,115.00,Federal Express Corporation,11587,"Escanaba, MI",RHI,"Rhinelander, WI",4,G
0.00,1950.00,0.00,379.00,USA Jet Airlines Inc.,12571,"Beloit/Janesville, WI",CLE,"Cleveland, OH",5,P
0.00,2837.00,0.00,154.00,Federal Express Corporation,11203,"Mosinee, WI",MKE,"Milwaukee, WI",2,G
0.00,3155.00,0.00,80.00,United Parcel Service,13342,"Milwaukee, WI",RFD,"Rockford, IL",6,G
0.00,3181.00,0.00,154.00,Federal Express Corporation,11203,"Mosinee, WI",MKE,"Milwaukee, WI",6,G
0.00,3223.00,0.00,154.00,Federal Express Corporation,11203,"Mosinee, WI",MKE,"Milwaukee, WI",5,G
0.00,3237.00,0.00,154.00,Federal Express Corporation,11203,"Mosinee, WI",MKE,"Milwaukee, WI",8,G
0.00,3269.00,0.00,574.00,USA Jet Airlines Inc.,13342,"Milwaukee, WI",DCU,"Decatur, AL",9,P
0.00,3285.00,0.00,154.00,Federal Express Corporation,11203,"Mosinee, WI",MKE,"Milwaukee, WI",10,G
0.00,3424.00,0.00,154.00,Federal Express Corporation,11203,"Mosinee, WI",MKE,"Milwaukee, WI",1,G
0.00,3500.00,0.00,353.00,Ameristar Air Cargo,12571,"Beloit/Janesville, WI",SDF,"Louisville, KY",4,P
0.00,3836.00,0.00,154.00,Federal Express Corporation,11203,"Mosinee, WI",MKE,"Milwaukee, WI",9,G
0.00,3960.00,0.00,1177.00,USA Jet Airlines Inc.,11977,"Green Bay, WI",SAT,"San Antonio, TX",4,P
0.00,4283.00,0.00,154.00,Federal Express Corporation,11203,"Mosinee, WI",MKE,"Milwaukee, WI",7,G
0.00,4369.00,0.00,154.00,Federal Express Corporation,11203,"Mosinee, WI",MKE,"Milwaukee, WI",3,G
0.00,4403.00,0.00,114.00,Federal Express Corporation,11203,"Mosinee, WI",MSN,"Madison, WI",1,G
0.00,4487.00,0.00,154.00,Federal Express Corporation,11203,"Mosinee, WI",MKE,"Milwaukee, WI",4,G
0.00,4765.00,0.00,114.00,Federal Express Corporation,11203,"Mosinee, WI",MSN,"Madison, WI",2,G
0.00,5208.00,0.00,154.00,Federal Express Corporation,13342,"Milwaukee, WI",CWA,"Mosinee, WI",8,G
0.00,5308.00,0.00,154.00,Federal Express Corporation,13342,"Milwaukee, WI",CWA,"Mosinee, WI",4,G
0.00,5322.00,0.00,154.00,Federal Express Corporation,13342,"Milwaukee, WI",CWA,"Mosinee, WI",10,G
0.00,5360.00,0.00,114.00,Federal Express Corporation,11203,"Mosinee, WI",MSN,"Madison, WI",4,G
0.00,5552.00,0.00,154.00,Federal Express Corporation,13342,"Milwaukee, WI",CWA,"Mosinee, WI",5,G
0.00,5627.00,0.00,154.00,Federal Express Corporation,13342,"Milwaukee, WI",CWA,"Mosinee, WI",6,G
0.00,5698.00,0.00,154.00,Federal Express Corporation,13342,"Milwaukee, WI",CWA,"Mosinee, WI",1,G
0.00,5950.00,0.00,293.00,Federal Express Corporation,11076,"Hancock/Houghton, MI",MKE,"Milwaukee, WI",10,G
0.00,6228.00,0.00,114.00,Federal Express Corporation,11203,"Mosinee, WI",MSN,"Madison, WI",6,G
0.00,6228.00,0.00,154.00,Federal Express Corporation,13342,"Milwaukee, WI",CWA,"Mosinee, WI",3,G
0.00,6334.00,0.00,237.00,Federal Express Corporation,11433,"Detroit, MI",MKE,"Milwaukee, WI",2,G
0.00,6385.00,0.00,896.00,United Parcel Service,11292,"Denver, CO",MKE,"Milwaukee, WI",4,G
0.00,6428.00,0.00,293.00,Federal Express Corporation,11076,"Hancock/Houghton, MI",MKE,"Milwaukee, WI",9,G
